,EX.UL,OLI.1,AST,OPC,EX.DL1,IN.VIP,EX.DL2,IN-PV,EX.NRGN,OLI.2,MGL,IN.SST,EX.NRG1,IN.SV2C,EX.DL3,END/PER,EX.DL4
IKZF1,-0.1132556,-0.1192248,-0.1147027,-0.1177728,-0.114248,-0.1122585,-0.1143516,-0.1133024,-0.1171401,-0.1202476,2.910526,-0.1115879,-0.1132317,-0.1164616,-0.1098411,-0.09339247,-0.1125072
RGS10,-0.09763549,-0.1017638,-0.06822505,-0.1009531,-0.09832255,-0.08059925,-0.0971488,-0.09441203,-0.09928768,-0.1068832,2.205567,-0.09332109,-0.09624735,-0.001171306,-0.09810152,-0.07442328,-0.08964169
OLR1,-0.05285031,-0.1064081,-0.1036374,-0.1074175,-0.06205696,-0.100236,0.05901174,-0.09743247,-0.06822346,-0.1123148,1.738954,-0.09867256,0.001691087,-0.1025582,-0.09135949,-0.1018879,-0.06432012
MRC1,-0.09031441,-0.1018861,-0.09079052,-0.1009457,-0.08856771,-0.08993596,-0.08903414,-0.0933393,-0.09669112,-0.09673525,2.185201,-0.06016742,-0.08297358,-0.09357182,-0.08500519,-0.05727262,-0.08113442
NFATC2,-0.1037257,-0.1125852,0.1681922,-0.1022167,-0.1341547,-0.1100716,-0.1095607,-0.1319203,-0.139892,-0.1380603,2.142561,-0.1297399,-0.1295341,-0.1363164,-0.07792455,0.05875861,-0.1288679
FAM177B,-0.0727247,-0.08998177,-0.09181254,-0.09085859,-0.07527519,-0.08271977,-0.07417838,-0.07523509,-0.07938974,-0.0867951,1.808863,-0.09068201,-0.07008752,-0.08490653,-0.06659937,-0.07889152,-0.08750102
XACT,-0.1026117,-0.1227401,-0.1146482,0.2011082,-0.1052391,0.3402657,-0.09957814,-0.07124442,-0.1177222,-0.1278387,1.214158,0.006881767,-0.09368603,-0.1090115,-0.09428154,-0.09940539,0.5177889
LINC02642,-0.0791168,-0.08475368,-0.07576925,-0.08443256,-0.08133256,-0.07837131,-0.08107759,-0.08087948,-0.08009279,-0.0866166,1.722617,-0.07645479,-0.08234762,-0.08369736,-0.0793752,-0.06890936,-0.07904586
SLC2A5,-0.09640525,-0.1114829,-0.05442873,-0.08505764,-0.1021808,-0.1048323,-0.09935885,-0.0971804,-0.1088864,-0.1151051,2.394044,-0.09963778,-0.09734457,-0.09732715,-0.09624424,-0.1007938,-0.1091789
AL357522.1,-0.08805797,-0.1242447,-0.1207659,-0.1208943,-0.1118771,-0.1110756,-0.08520393,-0.09942258,-0.1174715,-0.1261569,2.746316,-0.1054969,-0.1048454,-0.1130997,-0.0735243,-0.123249,-0.1058964
WDFY4,-0.09605965,-0.1143305,-0.1124488,-0.09919584,-0.06038392,-0.1047576,-0.08187708,-0.1063688,-0.1070122,-0.1162765,2.451193,-0.1123188,-0.08415097,-0.1152838,-0.09752104,0.1407093,-0.108343
SP100,-0.1151411,-0.1228811,-0.1152814,-0.1026594,-0.1218638,-0.1197732,-0.1206384,-0.1229056,-0.1300571,-0.1229889,2.571393,-0.1206143,-0.1187703,-0.1272861,-0.1132461,1.590872,-0.1294602
APOC2,-0.08047543,-0.08225489,-0.02679528,-0.06758194,-0.08119661,-0.07812832,-0.07867696,-0.08556949,-0.07526345,-0.0913637,1.58591,-0.07697849,-0.0812369,-0.08338042,-0.08379923,-0.0707879,-0.08073125
ITGAX,-0.09188179,-0.09750027,-0.09684369,-0.09792301,-0.0942875,-0.09126727,-0.09466823,-0.04683369,-0.09519446,-0.1003262,2.146376,-0.08931457,-0.09184276,-0.09151255,-0.08932957,-0.09317334,-0.09491691
PLA2G4A,0.1761563,-0.1718435,-0.1698349,-0.1676887,-0.1320914,-0.1665146,-0.1457196,-0.07482533,-0.1345259,-0.1736506,1.690454,-0.1575138,0.3431367,-0.1708189,-0.1444281,0.3889458,-0.1616401
AL392172.2,-0.1068222,-0.108436,-0.1081702,-0.1071842,-0.1072752,-0.1071744,-0.1033813,-0.1054518,-0.1067991,-0.1111559,2.659889,-0.1064025,-0.1022224,-0.1112148,-0.1056312,-0.1007331,-0.1086412
RIN3,0.05315088,-0.2087572,-0.03041822,0.09505176,-0.1116455,-0.1244068,-0.151777,-0.08407304,-0.1865039,-0.2130943,2.031718,-0.0833001,-0.0798068,-0.1271345,-0.1106855,-0.03157278,-0.1304477
TNFRSF1B,-0.08533694,-0.08966285,-0.08884026,-0.08859546,-0.08689095,-0.09070899,-0.08487294,-0.08599928,-0.08988947,-0.09677396,1.763831,-0.08677869,-0.08454761,-0.08717915,-0.08276617,0.7344851,-0.09684272
CCDC26,0.01161932,-0.1062447,-0.09324548,0.06252386,-0.08016248,-0.08086411,-0.06184256,-0.07895644,-0.1245973,-0.1368387,1.244428,-0.1033232,0.1527198,-0.08530524,0.05228664,-0.09996803,-0.06335928
TLR2,-0.1016337,-0.1029715,-0.09008683,-0.1029869,-0.1012317,-0.1017744,-0.09884651,-0.0864941,-0.1040479,-0.1038717,2.40329,-0.09546724,-0.0972608,-0.1037622,-0.09949402,-0.09624886,-0.09631551
RCSD1,-0.118191,-0.1401314,-0.1366754,-0.1383528,-0.01767574,-0.1270848,0.2955381,-0.1292434,-0.09107757,-0.1433583,2.081317,-0.1328425,-0.05286857,-0.1269558,-0.08217809,0.9473408,-0.1185148
KCNK13,0.02440267,-0.124063,-0.1308775,-0.1272423,-0.1311435,-0.03173712,-0.1134298,0.09327377,-0.1126434,-0.1229368,1.744575,-0.1163126,-0.07920525,-0.0973134,0.09393234,-0.1226701,-0.08570325
AC009432.2,-0.07237577,-0.07680716,-0.07346088,-0.07695351,-0.07313949,-0.06538646,-0.07274914,-0.06970946,-0.07490944,-0.07840466,1.406594,-0.06420003,-0.06446398,-0.07747976,-0.06059471,-0.06233287,-0.07335708
HLA-DRA,-0.07776132,-0.08422007,-0.06048198,-0.08260905,-0.08025849,-0.07383217,-0.08078541,-0.08135528,-0.07542405,-0.08811134,1.691948,-0.07978843,-0.0819091,-0.07760572,-0.07619883,0.008210611,-0.08339524
GPR183,-0.05398769,-0.05950416,-0.05718799,-0.05740703,-0.05394937,-0.05301872,-0.05530015,-0.05326256,-0.06192128,-0.06329539,0.8897227,-0.05887269,-0.05420409,-0.06101907,-0.05129527,-0.03664411,-0.05817518
FGD2,-0.09627306,-0.1012587,-0.0993061,-0.1004444,-0.09927879,-0.09773151,-0.09946235,-0.09622191,-0.1015909,-0.1021504,2.367917,-0.09735536,-0.09772553,-0.1011542,-0.09188863,-0.08778118,-0.09409529
MYOF,-0.08422399,-0.1015315,-0.09453907,-0.09338017,-0.07445878,-0.08088457,-0.07295696,-0.08650408,-0.1042413,-0.1116963,1.602889,-0.09142608,-0.08277931,-0.09303625,0.01026682,1.662655,-0.05959796
HLA-DRB1,-0.05282469,-0.09870176,-0.08559926,-0.1065835,-0.05754198,-0.06736094,-0.0545004,-0.1004444,-0.005174625,-0.1090846,1.567939,-0.08937276,-0.04958074,-0.08488709,-0.00283412,0.1938591,0.01592284
TFEC,-0.08938368,-0.09818659,-0.0979038,-0.0952031,0.04445645,-0.09359617,-0.04646221,-0.09764484,-0.09185368,-0.09903083,1.896398,-0.09579088,-0.08569454,-0.09243613,-0.07625511,-0.09610916,-0.08751709
CD14,-0.06468347,-0.08935841,-0.06598254,-0.08944372,-0.048735,-0.05576157,-0.06670751,-0.05935817,-0.05886901,-0.09668163,1.499703,-0.04887198,-0.06768744,-0.06636078,-0.07398615,-0.01750188,-0.07086362
VSIG4,-0.07831316,-0.07956091,-0.07772636,-0.07821847,-0.07809437,-0.07492764,-0.0780707,-0.07845052,-0.07944427,-0.08094381,1.627097,-0.08074646,-0.07685451,-0.07703185,-0.07892388,-0.07961135,-0.07623982
FCGBP,-0.06167784,-0.07866287,-0.03792193,-0.07548748,-0.05892445,-0.06863498,-0.05399771,-0.0699757,-0.07600264,-0.08409276,1.278174,-0.07052508,-0.06063791,-0.06923577,-0.0339171,-0.07429897,-0.03685692
LINC00278,-0.1238532,-0.1274056,0.4525444,-0.08026035,-0.1248218,-0.1200099,-0.122622,-0.1247622,-0.1260623,-0.1241327,1.233881,-0.1219536,-0.1269419,-0.1284025,-0.1261014,0.6354159,-0.1260996
AIF1,-0.06929791,-0.0692769,-0.0656299,-0.06669449,-0.06834607,-0.06579211,-0.06329687,-0.06929629,-0.05571678,-0.07572242,1.235458,-0.04668111,-0.0665403,-0.06103656,-0.06564419,-0.04894608,-0.05896487
PCED1B,0.2316165,-0.2371695,0.0601324,-0.1119262,0.1398072,-0.174072,0.2801315,-0.2228297,-0.2249652,-0.2403716,0.8677194,-0.202944,-0.1610914,-0.2146839,-0.2183331,-0.03433597,0.3999151
SCIN,-0.07523849,-0.07961635,-0.07489259,-0.08043576,-0.07834334,-0.07644676,-0.07441557,-0.07744895,-0.07958696,-0.08042877,1.590975,-0.07150336,-0.06720922,-0.07724287,-0.07611638,-0.06547395,-0.07691601
PRKCH,-0.06977924,-0.1334592,-0.1305616,-0.09328802,-0.06229089,-0.09659879,-0.08205522,-0.03524241,-0.1399479,-0.1242484,1.359711,-0.1029975,-0.0209695,-0.06989344,-0.03624895,3.477072,-0.04096492
AC011586.2,-0.07350932,-0.07850423,-0.07992467,-0.07919238,-0.07268922,-0.07294424,-0.06969935,0.04536094,-0.08464621,-0.07640123,1.096098,0.2910849,-0.07364026,-0.07551229,-0.06549138,-0.08680471,-0.07823678
SLC11A1,-0.05179413,-0.06863843,-0.04903873,-0.07721999,-0.06534904,-0.05995404,-0.06805682,-0.05534922,-0.09778094,-0.08945592,1.385633,-0.06840456,-0.05350586,-0.06638915,-0.06138741,-0.07247691,-0.03063935
IRF8,-0.06834008,-0.07493072,-0.07304299,-0.07520522,-0.0728191,-0.0676069,-0.07091699,-0.07240082,-0.06805986,-0.07710207,1.374034,-0.07044061,-0.07187513,-0.07250715,-0.06923593,-0.0698872,-0.003546051
S100Z,-0.05857876,-0.08812167,-0.08311764,-0.0833984,-0.06488263,-0.0694884,-0.0703204,-0.05637586,-0.08494162,-0.08838325,1.288805,-0.07079463,-0.07097245,-0.06722627,0.3691882,-0.07305362,-0.02750693
RGS1,-0.06900389,-0.07514952,-0.07391685,-0.07253504,-0.06843023,-0.07033513,-0.06944617,-0.07368258,-0.07490668,-0.07780442,1.40076,-0.07138148,-0.07063805,-0.07253059,-0.07104547,-0.06764087,-0.07128689
NIBAN1,-0.06563648,-0.08276074,-0.07165655,-0.07625023,-0.06862675,-0.07218935,-0.025692,0.01240646,-0.08481141,-0.09203374,1.140967,0.01783398,-0.06218092,-0.07949503,-0.01067198,0.3635003,-0.04236175
EPSTI1,-0.09513942,-0.104752,-0.0760464,-0.01946685,-0.09447109,-0.09054601,-0.09574701,0.1193134,-0.1009581,-0.1051658,1.120125,0.1513911,-0.09464504,-0.04912309,-0.0955814,1.384248,-0.09652292
LINC01094,-0.1114589,-0.1154826,0.4188112,-0.1179227,-0.1156174,-0.1123045,-0.1095809,-0.1105356,-0.1133756,-0.1185656,1.303762,-0.1085257,-0.1074169,-0.1137047,-0.1035095,-0.1042632,-0.1053654
IL4R,-0.06958263,-0.08155171,-0.07875126,-0.08447363,-0.0727985,-0.07870133,-0.07558373,-0.0808918,-0.08909921,-0.083156,1.158816,-0.06778608,-0.07826621,-0.07927336,0.2132288,1.192532,-0.07910759
HAMP,-0.03217506,-0.06748555,-0.06509292,-0.06923334,-0.000548296,-0.06553715,-0.05352813,-0.06668074,-0.04240031,-0.07559536,0.8729504,-0.06075092,-0.04494843,-0.06487689,-0.03098781,-0.06935953,-0.06020041
SERPINB9,0.08447692,-0.2206818,-0.03018836,-0.24573,-0.02879272,0.1185973,0.04050123,0.2433422,-0.1713809,-0.2337255,0.9837751,-0.002638333,-0.005505085,-0.07156595,-0.03894645,0.2278832,0.02234452
FCGR3A,-0.06693627,-0.0699879,-0.06902091,-0.07067858,-0.07094151,-0.06972863,-0.07007129,-0.07042177,-0.06830737,-0.07383389,1.306454,-0.06991949,-0.06864241,-0.07068938,-0.06441367,-0.05770974,-0.07518604
HLA-E,-0.1217043,-0.1210059,0.1755615,-0.1128882,-0.121376,-0.1155796,-0.1243842,-0.1210279,-0.1202615,-0.1131052,1.312976,-0.1201298,-0.1217117,-0.1187354,-0.1159003,3.063395,-0.1199862
MS4A6A,-0.08108277,-0.08284158,-0.08159285,-0.08122326,-0.08108452,-0.08363367,-0.07963108,-0.08170721,-0.08093969,-0.08268801,1.7356,-0.0781304,-0.08068965,-0.07707283,-0.07939717,-0.05794341,-0.07938147
CH25H,-0.02254041,-0.06903441,-0.0656806,-0.06810741,0.006848414,-0.05558281,-0.008382318,-0.05731764,-0.05058786,-0.07097961,0.6483076,-0.0483869,-0.04164784,-0.05760813,-0.01334889,-0.000278982,-0.06678652
CD163,-0.05365765,-0.06085964,-0.0588845,-0.05997389,-0.0475324,-0.05472059,-0.04982241,-0.05326966,-0.05524335,-0.06092798,0.8772472,-0.05724011,-0.05236076,-0.05177721,-0.0569713,-0.05326815,-0.0596601
SYT6,-0.1042671,-0.11014,-0.1062633,0.08320969,0.07413895,0.1674178,-0.07100839,-0.1050929,-0.06180692,-0.1118263,0.8365581,-0.103639,-0.09155717,-0.1085868,0.7266537,-0.09376812,0.19499
HSPA1B,-0.02127272,-0.009143987,0.0671588,0.08220071,0.02772229,-0.1373763,0.002469802,-0.05160896,-0.07540802,-0.2590639,0.4277076,-0.04024319,-0.02762099,-0.01482989,-0.03865573,0.5307766,0.005269047
FCGR2A,-0.06477114,-0.0572725,-0.0664482,-0.05727633,-0.06387544,-0.06172229,-0.06610139,-0.06709598,-0.07001704,-0.04982476,1.112303,-0.06706252,-0.06335812,-0.06959633,-0.06590051,-0.06489668,-0.06313985
IFI44L,-0.08269518,-0.0824412,0.0507708,-0.07600544,-0.08172076,-0.07982374,-0.08008307,-0.08267144,-0.07651202,-0.08403155,0.8109846,-0.08096509,-0.08167094,-0.07691702,-0.08085645,1.83046,-0.08202169
PECAM1,-0.07516166,-0.09592412,-0.09671869,-0.09162676,-0.07699028,-0.08183573,-0.06874607,-0.07865983,-0.08245769,-0.09754593,1.007546,-0.02086245,0.02484805,-0.08240499,0.1373297,2.149828,0.142118
SYTL3,-0.0186159,-0.09247119,-0.05907527,-0.06977095,-0.03149309,-0.03434592,-0.03532923,0.03534598,-0.09570927,-0.09383186,0.9686762,-0.01122666,-0.02673831,-0.05504731,-0.03110029,-0.03239771,-0.02945794
F13A1,-0.00734615,-0.08138681,-0.07861316,-0.07579043,0.002960567,-0.06920542,0.2022429,-0.05940027,-0.0625264,-0.08681873,0.4625305,-0.05649249,-0.00992539,-0.06021203,-0.0386958,0.1214841,0.02907068
AL162414.1,-0.04800334,-0.05553156,-0.05671015,-0.05827125,-0.05053396,-0.05069008,-0.05231822,-0.05262845,-0.06204569,-0.04651835,0.811408,-0.05704031,-0.049645,-0.05316096,-0.04512794,-0.05323059,-0.05720335
CCL4L2,0.02315243,-0.05460395,-0.04694818,-0.04852047,0.03550575,-0.03930297,0.01277917,-0.0398606,-0.03285484,-0.05688333,0.06913547,-0.04135345,0.004082818,-0.03341807,-0.007093538,-0.05433143,-0.04078475
TNFAIP8,-0.05650121,-0.05093207,-0.06107913,-0.06710731,-0.06710253,0.02645501,-0.06838516,-0.06416763,-0.08146991,-0.03368831,0.7681208,-0.01914506,-0.04539946,-0.04042575,-0.05679477,0.6359029,-0.04744562
MAMDC2,0.1121824,-0.2021763,-0.1589544,-0.1467074,-0.04813371,-0.1015438,0.2612282,0.2930906,-0.1919137,-0.2152058,0.4295919,-0.1789045,0.6854903,0.1080967,-0.02369229,-0.01439351,0.08154191
GBE1,-0.01224002,-0.04227079,-0.06312511,-0.06411833,-0.05376406,-0.01500147,-0.1274003,-0.04640446,-0.255743,0.08606448,0.3814845,0.05691557,0.8981853,-0.1944656,-0.1024799,0.409133,-0.1774739
CCL4,-0.01850734,-0.03063199,-0.0310245,-0.02595931,-0.00787895,-0.02318057,-0.01572158,-0.02432405,-0.0265203,-0.0306203,0.0983329,-0.02216167,-0.02793722,-0.02470153,-0.02178256,0.00358629,-0.02856387
CALCR,-0.04058387,-0.04854774,-0.04576987,-0.04835749,-0.04259249,0.004181496,-0.03860735,-0.02519426,-0.04694376,-0.04899275,0.3981423,-0.004631621,-0.04126547,-6.51E-05,-0.04630178,-0.04396862,-0.048628
MS4A4A,-0.04735877,-0.05364346,-0.05303296,-0.05310324,-0.03920236,-0.05058508,-0.04546679,-0.04371544,-0.05364,-0.05500363,0.668926,-0.05043815,-0.04877818,-0.04681353,-0.04249832,-0.04990043,0.04912781
HIF1A-AS3,-0.02209653,-0.09076971,0.01750456,-0.006173305,-0.04225771,-0.04380444,-0.05507807,-0.05917473,-0.119953,-0.09157483,0.3659899,-0.0662848,-0.03511793,-0.06280957,-0.01375117,2.281102,-0.09222639
CCL3,-0.02462171,-0.03295586,-0.03247023,-0.02956461,-0.02884494,-0.02644811,-0.02791561,-0.03039122,-0.02793026,-0.033406,0.1846388,-0.02773582,-0.0275218,-0.02533624,-0.0277532,-0.01845424,-0.0292833
DUSP1,-0.02451417,-0.1492591,-0.03707853,0.08164703,0.01892907,-0.05981142,-0.01335219,0.1016858,8.38E-05,-0.1835622,0.2540351,0.04568162,-0.006902498,0.07217075,-0.07837015,2.069585,-0.07606135
AC131944.1,-0.03930005,0.05888959,-0.09235206,-0.07825373,-0.05208022,-0.05236988,-0.05298145,-0.0102425,-0.09729469,0.02039491,0.6004055,-0.02953544,-0.04654871,-0.0375319,-0.04076246,-0.09724153,-0.07249256
CD69,-0.03060118,-0.03294213,-0.03265076,-0.03312263,-0.03048973,-0.02362949,-0.03255199,-0.03098841,-0.03294104,-0.03017714,0.2333739,-0.03362607,-0.02339699,-0.02946226,-0.0311006,-0.004505581,-0.0301831
AC005699.1,0.01180388,-0.1312703,-0.1236721,-0.1170627,0.3277714,-0.002328274,0.07543337,0.198585,-0.1312895,-0.1353441,0.3049498,-0.04840342,0.0106939,-0.007608951,0.1465315,-0.08179042,0.0368687
IL1B,-0.03067686,-0.03482087,-0.03524485,-0.03467838,-0.02729832,-0.03168097,-0.02797789,-0.03371854,-0.03344828,-0.03411921,0.2577243,-0.02728475,-0.03047323,-0.0361891,-0.03313649,-0.0361891,-0.0361891
AP001977.1,0.136749,-0.1584993,-0.03257641,-0.1018639,0.1593058,-0.1186341,0.1098235,-0.1188424,-0.1673922,-0.1607419,0.3260822,-0.1483101,0.4681218,-0.1301558,0.1594679,-0.1458673,0.02827159
ZNF331,0.1082243,-0.1236536,-0.09520696,-0.182173,0.1548344,0.09032753,0.1114771,-0.02247096,-0.1887197,-0.06414258,0.02360864,0.07783093,0.1120121,0.109278,0.1229926,0.03085397,0.09910525
1-Dec,-0.01208362,-0.09674808,0.08676811,0.00645722,0.03274188,-0.06753843,0.06582275,-0.0553343,-0.1043149,-0.1064809,0.3447314,-0.07342501,0.01906669,-0.03543451,0.04770986,-0.07906864,0.01114922
NKG7,-0.01909202,-0.01974044,-0.02133434,-0.01982586,-0.01967439,-0.02133434,-0.0207289,-0.01801668,-0.02133434,-0.01168917,0.06583163,-0.02133434,-0.01864028,-0.02133434,-0.01670653,0.01098212,-0.02133434
TNFSF10,-0.0529326,-0.05755613,-0.04299841,-0.05613926,-0.05459914,-0.0557717,-0.05388208,-0.05411289,-0.05403773,-0.05608354,0.4321459,-0.05337601,-0.04976583,-0.05451461,-0.05241667,1.233778,-0.05071573
GNLY,-0.009771981,-0.0478159,-0.0442852,-0.04513596,-0.01412671,-0.04181069,-0.02156279,-0.02962035,-0.04683479,-0.04125781,0.23286,-0.03900837,0.002499994,-0.02894494,-0.01647017,0.02899653,-0.01571557
AL035446.2,0.01285643,-0.07053014,-0.05894183,-0.0612821,-0.05141656,-0.04621993,-0.03733375,-0.03707666,-0.08150102,-0.07706473,0.6838908,-0.05699829,-0.03687822,-0.0509556,-0.03342737,-0.04572875,-0.03669846
LINC00578,0.07865826,-0.1141505,-0.1023333,-0.08971923,0.1118279,0.06039567,0.008660451,-0.09441129,-0.1250842,-0.1186341,0.5941928,-0.1065969,0.06054423,-0.075017,0.1273188,-0.1163923,-0.01211156
AC016074.2,0.02315938,-0.06090435,-0.07848355,-0.07935469,-0.03142485,0.1194033,-0.0391824,-0.05125403,-0.08880413,-0.0400787,0.3372436,-0.03057964,-0.03400454,-0.06094521,0.1338839,-0.06742363,-0.04962539
AL355838.1,0.1716439,-0.08530291,-0.08605281,-0.08390846,-0.01579114,-0.07255649,-0.04803609,-0.07887121,-0.06702066,-0.08622674,0.1597064,-0.06198673,0.003493288,-0.07343068,-0.01355713,-0.07566996,-0.07403923
LINC01266,0.1131389,-0.08165899,0.212749,0.1448283,0.06353704,-0.1924024,0.05698411,-0.1898894,-0.2192949,-0.1005264,0.1977672,-0.2085742,0.00455782,-0.230765,-0.2038385,-0.1250309,-0.1869449
NPY,-0.05151034,-0.04826658,-0.04830954,-0.03777339,-0.05427702,-0.01411029,-0.04323289,-0.008801863,0.0669145,-0.07696991,-0.03528086,0.5114987,-0.03223371,0.06495947,0.1672123,0.01605363,-0.04248415
PAWR,-0.1341402,-0.1631446,-0.05760878,0.2028529,-0.1199421,-0.1342997,-0.1397542,0.2937884,-0.1561215,-0.1717916,-0.1605608,1.650704,-0.1245169,0.4395533,-0.1514614,1.207022,-0.152359
NMU,-0.08901611,-0.09136614,-0.08798782,-0.0879596,-0.08191918,-0.07243452,-0.08702283,0.2533486,-0.09112987,-0.09365033,-0.08336306,1.612381,-0.08951256,-0.08535007,-0.07541165,-0.07491123,-0.08272054
FBN2,-0.1050751,-0.1244934,-0.1214764,0.2591253,-0.1059728,0.1922596,-0.1089776,-0.03707643,-0.1265937,-0.1314042,-0.04965696,1.236649,-0.1019583,0.5538715,-0.0906507,-0.09009431,-0.1084732
MCUB,-0.115122,-0.05923873,-0.1186191,-0.1306127,-0.07821392,0.1122628,-0.09766714,-0.08050924,-0.1181191,-0.06312134,0.2086131,1.156949,0.2988371,0.5600779,-0.1011179,-0.03657747,-0.1261189
SLC27A6,-0.09002484,-0.0492696,-0.1139367,-0.03474742,-0.0886812,0.1479144,-0.09152074,0.00181145,-0.1182881,-0.07180319,-0.1030815,1.172367,-0.08781289,0.6329573,-0.07173848,-0.1037501,-0.08219163
DKK2,0.03702133,-0.160534,-0.1389955,-0.08877468,0.07026784,-0.08181603,0.05901058,-0.02691789,-0.1311796,-0.1656247,-0.1709859,0.8970869,0.5172031,0.1253392,0.3260141,-0.0500237,-0.07283258
EDNRA,-0.07418752,-0.1008484,-0.08450059,-0.08351391,-0.09549553,0.2828867,-0.09323548,-0.05348184,-0.09921046,-0.1085198,-0.1038804,1.071183,-0.09916153,-0.09456575,0.3174765,1.083993,-0.09389272
AL592156.2,0.1125486,-0.1450314,-0.1141301,-0.1385466,-0.0455259,0.05921719,0.02102066,0.01138447,-0.1426024,-0.1399475,-0.1401963,1.080572,0.1015274,-0.07725292,-0.05986523,-0.1372066,-0.1078146
GNG4,-0.07094746,-0.2112499,-0.1976089,0.1512073,0.08882267,0.2559688,-0.1640515,0.1719525,-0.06355571,-0.2173391,-0.1974712,0.6402791,0.08342052,1.447515,-0.1267479,0.2431735,-0.2022744
LINC01482,-0.02030893,-0.08566285,-0.07859532,-0.08038222,0.1138213,-0.06512993,-0.01408056,-0.03358701,-0.09770304,-0.08628822,-0.007759319,0.8289531,-0.05898783,-0.07161591,-0.05053748,0.3940374,-0.06427376
PENK,0.04422699,-0.07937868,-0.07537037,-0.06590042,-0.06622127,0.08010445,-0.06877146,-0.06072277,-0.02914008,-0.07854276,-0.07449836,0.5937956,-0.07308254,-0.05755139,-0.04529788,-0.06336499,-0.07470181
RNF152,-0.1241398,0.01660177,-0.1212859,-0.01666488,-0.1427788,0.03223569,-0.0486095,0.04153215,-0.06121411,0.1400275,-0.1398273,0.4893894,0.07006979,-0.1432707,0.3367322,1.811926,0.04599305
RSPO3,-0.113838,-0.1329375,-0.09617705,-0.1290165,-0.104778,-0.1224327,0.7330128,-0.001544185,0.02901565,-0.1391634,-0.1268601,0.7896764,0.2760977,0.04277009,0.1156349,-0.1269054,-0.07427745
DCN,-0.09546349,-0.09239311,-0.06980574,-0.09712341,-0.09759223,0.1784837,-0.09685411,0.009697554,-0.07999883,-0.09739229,-0.08892053,0.7394318,-0.09803639,-0.1019775,-0.077637,3.007011,-0.1017166
LINC02133,0.03807531,-0.07980291,-0.08211137,-0.06988201,-0.05143551,-0.01648964,-0.006878112,-0.07681228,-0.07951435,-0.07636137,-0.07117472,0.7421018,-0.05057355,-0.08236781,0.02437245,-0.0461511,0.1427565
ITGA1,-0.06844043,-0.08386298,-0.102472,-0.09996334,-0.06478301,0.02316604,-0.06791402,0.04783946,-0.08616907,-0.09936676,-0.0916528,0.6775062,-0.06159075,-0.07223853,0.007719125,3.356064,-0.07051766
AC111006.1,0.0948549,-0.1601678,-0.1564088,-0.1101117,-0.1404705,0.1653502,0.3939979,0.1607027,-0.07649065,-0.1706257,-0.1510216,0.4478072,-0.1068037,-0.02162986,0.2479388,-0.1457107,-0.1413209
ADGRG6,-0.06524468,-0.0841963,-0.0780408,-0.08283692,-0.07124023,-0.06960111,-0.05233279,-0.07581655,-0.07888092,-0.08717025,0.3917459,0.6842151,-0.06542279,0.355658,0.01464273,0.2373624,0.05374795
AC021678.2,-0.06732708,-0.08863804,-0.08602773,-0.08257843,-0.07815756,0.2443398,-0.0722134,0.4542792,-0.0982187,-0.09860351,-0.08864424,0.4907797,-0.06955365,0.09227666,-0.06414896,-0.09355428,-0.06653017
AC113347.4,-0.03530381,-0.05014329,-0.05076497,-0.04972462,-0.04637239,-0.04496725,-0.04071913,-0.001720132,-0.0503695,-0.05174203,-0.05174203,0.5941488,-0.03349291,-0.04854746,-0.04025351,-0.0489407,-0.04692105
TTN,0.1958552,-0.2385722,-0.08547,-0.1690451,0.348437,0.09692441,0.1136917,0.1569992,-0.2103085,-0.2534967,-0.2078059,0.1821402,-0.01805586,-0.1120419,-0.04190987,0.6865242,-0.03117289
THEMIS,-0.1371199,-0.06699294,-0.1847957,-0.1856993,0.06633051,-0.1875672,0.4012282,-0.1848708,-0.06211088,0.01462702,-0.08362653,-0.190868,2.592352,-0.1870671,-0.1236337,-0.1587754,-0.1928874
AC092131.1,-0.0535976,-0.08386387,-0.05718546,-0.07546732,-0.04466961,-0.07519888,-0.04446325,-0.05766645,-0.08142906,-0.09004304,-0.07145364,-0.08021257,1.144081,-0.07903701,0.5962639,0.008563863,-0.07906771
AL136456.1,-0.1078814,-0.1853428,-0.1662433,-0.092531,0.01538714,0.2274221,0.2817958,-0.1274556,-0.1854787,-0.1851549,-0.1639577,-0.1377246,0.996587,0.8247608,1.436882,-0.1593345,-0.1210917
LINC02197,0.09115101,-0.04189168,-0.131226,-0.1244815,-0.06638465,-0.105807,0.2182466,-0.09642102,-0.12387,0.07903926,-0.1337428,-0.07406305,0.7481767,-0.1074859,-0.03299297,-0.12301,-0.1190165
CEMIP2,0.361772,-0.2098879,-0.1656356,-0.2791218,-0.1138781,-0.1989053,-0.05253901,-0.1368452,-0.2355046,-0.158349,-0.03662669,0.04946038,0.746445,-0.2560272,0.9400199,0.9860751,-0.1879792
B4GALNT3,0.3491775,-0.2387565,-0.2496704,-0.2149586,0.3793961,-0.1020612,0.08005671,-0.1801012,-0.2318825,-0.2089181,-0.2379484,-0.09920992,0.7026402,-0.1756038,0.817366,-0.2379647,0.02618
AL136119.1,0.003555378,-0.1044974,-0.06592524,-0.09901448,0.02813036,-0.04629524,0.04809678,-0.07756474,-0.1042155,-0.1015436,-0.09914021,-0.05653873,0.8911258,-0.02178555,0.4396258,-0.09448954,0.1075317
